TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;15  AVENUE DE LA PORTE DE CLIGNANCOURT;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3439636952467713, 48.899194260140085]], ""type"": ""MultiPoint""}";48.899194260140085, 2.3439636952467713
SANISETTE;;2  RUE RONSARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.344346951405759, 48.88511234133794]], ""type"": ""MultiPoint""}";48.88511234133794, 2.344346951405759
SANISETTE;;34  BOULEVARD DE BELLEVILLE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3818979958482376, 48.86834301160022]], ""type"": ""MultiPoint""}";48.86834301160022, 2.3818979958482376
SANISETTE;;296  RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392052330778951, 48.871931093994846]], ""type"": ""MultiPoint""}";48.871931093994846, 2.392052330778951
SANISETTE;;37  RUE DU LOUVRE;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3438209928812777, 48.86743784108789]], ""type"": ""MultiPoint""}";48.86743784108789, 2.3438209928812777
SANISETTE;;21  RUE D AMSTERDAM;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.327036875810631, 48.87760564689644]], ""type"": ""MultiPoint""}";48.87760564689644, 2.327036875810631
SANISETTE;;face au 1 RUE DE METZ;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3545614977622566, 48.87075131711197]], ""type"": ""MultiPoint""}";48.87075131711197, 2.3545614977622566
SANISETTE;;1  AVENUE RICHERAND;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3654655903410804, 48.871838533343436]], ""type"": ""MultiPoint""}";48.871838533343436, 2.3654655903410804
SANISETTE;;2  RUE DES ECLUSES SAINT MARTIN;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3681776037251954, 48.8762387317577]], ""type"": ""MultiPoint""}";48.8762387317577, 2.3681776037251954
SANISETTE;;116  QUAI DE JEMMAPES;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.363649699340399, 48.874924571385016]], ""type"": ""MultiPoint""}";48.874924571385016, 2.363649699340399
SANISETTE;;12  PLACE DE LA REPUBLIQUE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3634091405580957, 48.86839539424433]], ""type"": ""MultiPoint""}";48.86839539424433, 2.3634091405580957
SANISETTE;;51  QUAI DE VALMY;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.365863387720753, 48.87027367959494]], ""type"": ""MultiPoint""}";48.87027367959494, 2.365863387720753
SANISETTE;;RUE DU FAUBOURG DU TEMPLE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3653202953346644, 48.86802919672033]], ""type"": ""MultiPoint""}";48.86802919672033, 2.3653202953346644
SANISETTE;;282  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3936632083961533, 48.84958044775065]], ""type"": ""MultiPoint""}";48.84958044775065, 2.3936632083961533
SANISETTE;;face au 1 BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389572937934305, 48.83894041055918]], ""type"": ""MultiPoint""}";48.83894041055918, 2.389572937934305
TOILETTES;;SQUARE DE LA RUE LEON FRAPIE;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.4121436972104693, 48.872420405495575]], ""type"": ""MultiPoint""}";48.872420405495575, 2.4121436972104693
TOILETTES;;SQUARE ALAIN BASHUNG;75018;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-alain-bashung-15429;"{""coordinates"": [[2.3560931672956853, 48.88506257517637]], ""type"": ""MultiPoint""}";48.88506257517637, 2.3560931672956853
TOILETTES;;SQUARE SAMUEL BECKETT;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-joan-miro-2563;"{""coordinates"": [[2.361947467270594, 48.81990547173018]], ""type"": ""MultiPoint""}";48.81990547173018, 2.361947467270594
TOILETTES;;SQUARE ALEXANDRE ET RENE PARODI;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-alexandre-et-rene-parodi-2752;"{""coordinates"": [[2.281006175261719, 48.87626369017988]], ""type"": ""MultiPoint""}";48.87626369017988, 2.281006175261719
TOILETTES;;JARDIN BRASSAI;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-brassai-2571;"{""coordinates"": [[2.349436628935091, 48.82858708787678]], ""type"": ""MultiPoint""}";48.82858708787678, 2.349436628935091
TOILETTES;;PARC DE BERCY;75012;Voir fiche équipement;Oui;;;;
SANISETTE;;161  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3211169226991353, 48.82434142990773]], ""type"": ""MultiPoint""}";48.82434142990773, 2.3211169226991353
SANISETTE;;1 AVENUE DE PARIS;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.441147900024625, 48.844222598997455]], ""type"": ""MultiPoint""}";48.844222598997455, 2.441147900024625
SANISETTE;;135  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3196701030695492, 48.890807352500616]], ""type"": ""MultiPoint""}";48.890807352500616, 2.3196701030695492
SANISETTE;;3  RUE DE LA GOUTTE D OR;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.35486399614496, 48.8850281422061]], ""type"": ""MultiPoint""}";48.8850281422061, 2.35486399614496
SANISETTE;;opposé au 10 RUE DE L EVANGILE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3615481039703283, 48.89207950084547]], ""type"": ""MultiPoint""}";48.89207950084547, 2.3615481039703283
SANISETTE;;16  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3259361111673895, 48.88822450694433]], ""type"": ""MultiPoint""}";48.88822450694433, 2.3259361111673895
SANISETTE;;face au 3 PLACE SAINT PIERRE;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.344662211897333, 48.88449210942009]], ""type"": ""MultiPoint""}";48.88449210942009, 2.344662211897333
SANISETTE;;face au 34 BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3367738949823313, 48.882567344768105]], ""type"": ""MultiPoint""}";48.882567344768105, 2.3367738949823313
SANISETTE;;BOULEVARD D ALGERIE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400408793867481, 48.88068024151084]], ""type"": ""MultiPoint""}";48.88068024151084, 2.400408793867481
SANISETTE;;213  AVENUE JEAN JAURES;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.393095759882929, 48.88895144225748]], ""type"": ""MultiPoint""}";48.88895144225748, 2.393095759882929
SANISETTE;;213  RUE DE BELLEVILLE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3947766164571163, 48.87544598661788]], ""type"": ""MultiPoint""}";48.87544598661788, 2.3947766164571163
SANISETTE;;24  RUE SAINT FARGEAU;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.402140186133056, 48.87155416336665]], ""type"": ""MultiPoint""}";48.87155416336665, 2.402140186133056
SANISETTE;;face au 3 RUE DES DOCTEURS DEJERINE;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.4122473739139263, 48.854455026112085]], ""type"": ""MultiPoint""}";48.854455026112085, 2.4122473739139263
SANISETTE;;37  BOULEVARD DES CAPUCINES;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3293453765685297, 48.87005823382521]], ""type"": ""MultiPoint""}";48.87005823382521, 2.3293453765685297
SANISETTE;;face au 171 RUE DU TEMPLE;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3601328610084122, 48.8649756672941]], ""type"": ""MultiPoint""}";48.8649756672941, 2.3601328610084122
SANISETTE;;RUE CUVIER;75005;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3603946971559577, 48.844396602628855]], ""type"": ""MultiPoint""}";48.844396602628855, 2.3603946971559577
SANISETTE;;RUE VIGNON;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.326530446470862, 48.87252784014987]], ""type"": ""MultiPoint""}";48.87252784014987, 2.326530446470862
SANISETTE;;4  AVENUE FRANKLIN D ROOSEVELT;75008;6 h - 22 h;Oui;;;"{""coordinates"": [[2.310160918160138, 48.87014131314518]], ""type"": ""MultiPoint""}";48.87014131314518, 2.310160918160138
SANISETTE;;3  RUE AMBROISE PARE;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3532383458564863, 48.881814396150844]], ""type"": ""MultiPoint""}";48.881814396150844, 2.3532383458564863
SANISETTE;;11  PLACE DE LA BATAILLE DE STALINGRAD;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3687424642685517, 48.88357327133693]], ""type"": ""MultiPoint""}";48.88357327133693, 2.3687424642685517
SANISETTE;;44  AVENUE PHILIPPE AUGUSTE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.393718336174479, 48.852136973453824]], ""type"": ""MultiPoint""}";48.852136973453824, 2.393718336174479
SANISETTE;;57  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.384207324505033, 48.8471348151403]], ""type"": ""MultiPoint""}";48.8471348151403, 2.384207324505033
SANISETTE;;26  BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3923025873634005, 48.83916534421365]], ""type"": ""MultiPoint""}";48.83916534421365, 2.3923025873634005
SANISETTE;;283  RUE DE CHARENTON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3935333570010866, 48.83473828707718]], ""type"": ""MultiPoint""}";48.83473828707718, 2.3935333570010866
SANISETTE;;36  AVENUE DAUMESNIL;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.3710836819740244, 48.84923929268928]], ""type"": ""MultiPoint""}";48.84923929268928, 2.3710836819740244
SANISETTE;;SQUARE EMILE COHL;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4098957524618263, 48.841999206263914]], ""type"": ""MultiPoint""}";48.841999206263914, 2.4098957524618263
SANISETTE;;face au 129 RUE DE LA GLACIERE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.341806493177046, 48.82669070746706]], ""type"": ""MultiPoint""}";48.82669070746706, 2.341806493177046
SANISETTE;;RUE CLISSON;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.365301479366637, 48.8293762280325]], ""type"": ""MultiPoint""}";48.8293762280325, 2.365301479366637
SANISETTE;;151  BOULEVARD VINCENT AURIOL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3615805510960532, 48.83271352296701]], ""type"": ""MultiPoint""}";48.83271352296701, 2.3615805510960532
SANISETTE;;46  RUE CHARLES MOUREU;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.360778312327747, 48.82908214644303]], ""type"": ""MultiPoint""}";48.82908214644303, 2.360778312327747
SANISETTE;;;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343927619344526, 48.900789407781595]], ""type"": ""MultiPoint""}";48.900789407781595, 2.343927619344526
TOILETTES;;SQUARE RUES BELLEVILLE - TELEGRAPHE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-belleville-telegraphe-2724;"{""coordinates"": [[2.3992812572847195, 48.87498499083153]], ""type"": ""MultiPoint""}";48.87498499083153, 2.3992812572847195
TOILETTES;;SQUARE HELOISE ET ABELARD;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-heloise-et-abelard-2498;"{""coordinates"": [[2.369854778458344, 48.83122069411921]], ""type"": ""MultiPoint""}";48.83122069411921, 2.369854778458344
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.3398489381239456, 48.8241625789515]], ""type"": ""MultiPoint""}";48.8241625789515, 2.3398489381239456
TOILETTES;;JARDIN JANE VIALLE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-122-rue-des-poissonniers-17468;"{""coordinates"": [[2.3532738607939145, 48.89500623204368]], ""type"": ""MultiPoint""}";48.89500623204368, 2.3532738607939145
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75007;;Oui;;;"{""coordinates"": [[2.3195679829481675, 48.862608094082944]], ""type"": ""MultiPoint""}";48.862608094082944, 2.3195679829481675
LAVATORY;;Avenue des Champs-Elysées;75008;;Oui;;;"{""coordinates"": [[2.3170898782796265, 48.86726257414111]], ""type"": ""MultiPoint""}";48.86726257414111, 2.3170898782796265
URINOIR;;Au niveau du tunnel des Tuileries;75001;SB : Fermé // SH : 10h - 22h // STH : 9h - 2h;OUI;NON;;"{""coordinates"": [[2.3404727648559027, 48.8587512435453]], ""type"": ""MultiPoint""}";48.8587512435453, 2.3404727648559027
SANISETTE;;4  PLACE DE BRETEUIL;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.310959898641057, 48.84733413997168]], ""type"": ""MultiPoint""}";48.84733413997168, 2.310959898641057
SANISETTE;;face au 55 BOULEVARD DE VAUGIRARD;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3164276371957278, 48.84091223116361]], ""type"": ""MultiPoint""}";48.84091223116361, 2.3164276371957278
SANISETTE;;face au 22 PLACE DUPLEIX;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.295122580253689, 48.851045338554265]], ""type"": ""MultiPoint""}";48.851045338554265, 2.295122580253689
SANISETTE;;face au 21 AVENUE DU GENERAL SARRAIL;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2559870408279363, 48.845813121421486]], ""type"": ""MultiPoint""}";48.845813121421486, 2.2559870408279363
SANISETTE;;64  AVENUE DE LA GRANDE ARMEE;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2859503097570144, 48.876929890462364]], ""type"": ""MultiPoint""}";48.876929890462364, 2.2859503097570144
SANISETTE;;face au 32 AVENUE NIEL;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2955325240081876, 48.8814959992131]], ""type"": ""MultiPoint""}";48.8814959992131, 2.2955325240081876
SANISETTE;;RUE HENRI HUCHARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3341640886753203, 48.8989978534776]], ""type"": ""MultiPoint""}";48.8989978534776, 2.3341640886753203
SANISETTE;;2  AVENUE DE LA PORTE DE SAINT OUEN;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.329375817479605, 48.897899715053086]], ""type"": ""MultiPoint""}";48.897899715053086, 2.329375817479605
SANISETTE;;RUE BOTZARIS;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3844204433560976, 48.87938389016796]], ""type"": ""MultiPoint""}";48.87938389016796, 2.3844204433560976
SANISETTE;;RUE CESARIA EVORA;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.377469825874633, 48.89769666177367]], ""type"": ""MultiPoint""}";48.89769666177367, 2.377469825874633
SANISETTE;;face au 12 RUE BELGRAND;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4007780609552567, 48.8648794040825]], ""type"": ""MultiPoint""}";48.8648794040825, 2.4007780609552567
SANISETTE;;BOULEVARD MORTIER;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.406989347042398, 48.875944318964066]], ""type"": ""MultiPoint""}";48.875944318964066, 2.406989347042398
SANISETTE;;44  RUE BERGER;75001;6 h - 1 h;Oui;;;"{""coordinates"": [[2.342203221829114, 48.862340302759655]], ""type"": ""MultiPoint""}";48.862340302759655, 2.342203221829114
SANISETTE;;21 bis BOULEVARD BOURDON;75004;6 h - 22 h;Oui;;;"{""coordinates"": [[2.366735495873774, 48.84993070629132]], ""type"": ""MultiPoint""}";48.84993070629132, 2.366735495873774
SANISETTE;;135 bis BOULEVARD DU MONTPARNASSE;75006;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3323286043872464, 48.84120256945083]], ""type"": ""MultiPoint""}";48.84120256945083, 2.3323286043872464
SANISETTE;;2  AVENUE MARCEAU;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.3001834460794224, 48.86519333667546]], ""type"": ""MultiPoint""}";48.86519333667546, 2.3001834460794224
SANISETTE;;8  PLACE JACQUES BONSERGENT;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3609842651800332, 48.87109369397819]], ""type"": ""MultiPoint""}";48.87109369397819, 2.3609842651800332
SANISETTE;;6  AVENUE COURTELINE;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4112654731297964, 48.84409332633428]], ""type"": ""MultiPoint""}";48.84409332633428, 2.4112654731297964
SANISETTE;;87  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.358126804816588, 48.82394344207884]], ""type"": ""MultiPoint""}";48.82394344207884, 2.358126804816588
SANISETTE;;face au 30 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3394884038725086, 48.82454102425053]], ""type"": ""MultiPoint""}";48.82454102425053, 2.3394884038725086
SANISETTE;;face au 36 RUE DIDOT;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3201789580568954, 48.8316579678061]], ""type"": ""MultiPoint""}";48.8316579678061, 2.3201789580568954
TOILETTES;;JARDIN DE L'HOSPICE DEBROUSSE;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-de-l-hospice-debrousse-16194;"{""coordinates"": [[2.406993131337986, 48.86235983215094]], ""type"": ""MultiPoint""}";48.86235983215094, 2.406993131337986
TOILETTES;;JARDIN D'EOLE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.366157104749158, 48.888348035569166]], ""type"": ""MultiPoint""}";48.888348035569166, 2.366157104749158
TOILETTES;;SQUARE HELENE BOUCHER;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-helene-boucher-2513;"{""coordinates"": [[2.3603105337704053, 48.81872280496346]], ""type"": ""MultiPoint""}";48.81872280496346, 2.3603105337704053
TOILETTES;;JARDIN LIONEL ASSOUAD;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-lionel-assouad-2735;"{""coordinates"": [[2.322543506474705, 48.82795466191802]], ""type"": ""MultiPoint""}";48.82795466191802, 2.322543506474705
TOILETTES;;BOIS DE VINCENNES;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.4446432727101692, 48.83825700255321]], ""type"": ""MultiPoint""}";48.83825700255321, 2.4446432727101692
TOILETTES;;SQUARE MONTHOLON;75009;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-montholon-2469;"{""coordinates"": [[2.3467356473599623, 48.877220135034726]], ""type"": ""MultiPoint""}";48.877220135034726, 2.3467356473599623
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-philippe-farine-ex-square-du-mail-gatbois-2601;"{""coordinates"": [[2.381996875345674, 48.84435659522636]], ""type"": ""MultiPoint""}";48.84435659522636, 2.381996875345674
TOILETTES;;SQUARE PAUL LANGEVIN;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-langevin-2446;"{""coordinates"": [[2.349373388032164, 48.848155306212256]], ""type"": ""MultiPoint""}";48.848155306212256, 2.349373388032164
TOILETTES;;SQUARE SARAH BERNHARDT;75020;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-sarah-bernhardt-1774;"{""coordinates"": [[2.40370184146147, 48.849620046843484]], ""type"": ""MultiPoint""}";48.849620046843484, 2.40370184146147
TOILETTES;;PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING;75017;Voir fiche équipement;Non;;;"{""coordinates"": [[2.3143788261043468, 48.89166543963781]], ""type"": ""MultiPoint""}";48.89166543963781, 2.3143788261043468
SANISETTE;;face au 6 RUE DESNOUETTES;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.293417776948326, 48.83604524670519]], ""type"": ""MultiPoint""}";48.83604524670519, 2.293417776948326
SANISETTE;;AVENUE PAUL DOUMER;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.2863820335704217, 48.862157963392185]], ""type"": ""MultiPoint""}";48.862157963392185, 2.2863820335704217
SANISETTE;;96 ter RUE LEMERCIER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.318866697645487, 48.88942282181049]], ""type"": ""MultiPoint""}";48.88942282181049, 2.318866697645487
SANISETTE;;face au 118 BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.33027499744139, 48.8843823956645]], ""type"": ""MultiPoint""}";48.8843823956645, 2.33027499744139
SANISETTE;;84 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3745988298067227, 48.860576610879605]], ""type"": ""MultiPoint""}";48.860576610879605, 2.3745988298067227
SANISETTE;;92  RUE CURIAL;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.375661473541809, 48.89583453970984]], ""type"": ""MultiPoint""}";48.89583453970984, 2.375661473541809
SANISETTE;;RUE DE CRIMEE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3790339650916685, 48.88883561898793]], ""type"": ""MultiPoint""}";48.88883561898793, 2.3790339650916685
SANISETTE;;face au 375 RUE DES PYRENEES;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3897517151089445, 48.873680185350956]], ""type"": ""MultiPoint""}";48.873680185350956, 2.3897517151089445
SANISETTE;;82  BOULEVARD DE SEBASTOPOL;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352249091270841, 48.865503514024965]], ""type"": ""MultiPoint""}";48.865503514024965, 2.352249091270841
SANISETTE;;RUE ORTOLON;75005;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3505902463720862, 48.843194568802474]], ""type"": ""MultiPoint""}";48.843194568802474, 2.3505902463720862
SANISETTE;;186  BOULEVARD SAINT GERMAIN;75006;24 h / 24;Oui;;;"{""coordinates"": [[2.330995211131674, 48.85442812721599]], ""type"": ""MultiPoint""}";48.85442812721599, 2.330995211131674
SANISETTE;;AVENUE DE L OBSERVATOIRE;75006;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3372284244281882, 48.842224100416594]], ""type"": ""MultiPoint""}";48.842224100416594, 2.3372284244281882
SANISETTE;;CHAMPS DE MARS avenue GENERAL FERRIE;75007;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2969433160913293, 48.85718239169633]], ""type"": ""MultiPoint""}";48.85718239169633, 2.2969433160913293
SANISETTE;;opposé au 168 BOULEVARD DE MAGENTA;75009;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3496100033786815, 48.88327009160384]], ""type"": ""MultiPoint""}";48.88327009160384, 2.3496100033786815
SANISETTE;;61  BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3721835445606883, 48.87619604525083]], ""type"": ""MultiPoint""}";48.87619604525083, 2.3721835445606883
SANISETTE;;face au 113 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3809564924568813, 48.85718815652632]], ""type"": ""MultiPoint""}";48.85718815652632, 2.3809564924568813
SANISETTE;;58  AVENUE DE LA REPUBLIQUE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.376082810937343, 48.864897215034844]], ""type"": ""MultiPoint""}";48.864897215034844, 2.376082810937343
SANISETTE;;opposé au 16 PLACE DE LA NATION;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.395482550580198, 48.84744480307578]], ""type"": ""MultiPoint""}";48.84744480307578, 2.395482550580198
SANISETTE;;face au 40 AVENUE REILLE;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.338538930462029, 48.82444207894633]], ""type"": ""MultiPoint""}";48.82444207894633, 2.338538930462029
TOILETTES;;BOIS DE BOULOGNE;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.248019574417668, 48.86883301419714]], ""type"": ""MultiPoint""}";48.86883301419714, 2.248019574417668
TOILETTES;;SQUARE LEOPOLD ACHILLE;75003;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leopold-achille-2431;"{""coordinates"": [[2.363290756873782, 48.858224759756716]], ""type"": ""MultiPoint""}";48.858224759756716, 2.363290756873782
TOILETTES;;SQUARE GUSTAVE MESUREUR;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-gustave-mesureur-2525;"{""coordinates"": [[2.362528628434362, 48.83375567644587]], ""type"": ""MultiPoint""}";48.83375567644587, 2.362528628434362
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.2691726043891225, 48.844844108071605]], ""type"": ""MultiPoint""}";48.844844108071605, 2.2691726043891225
TOILETTES;;SQUARE NICOLE DE HAUTECLOCQUE;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-nicole-de-hauteclocque-2558;"{""coordinates"": [[2.2935714281377564, 48.85258138739333]], ""type"": ""MultiPoint""}";48.85258138739333, 2.2935714281377564
TOILETTES;;SQUARE DU PASSAGE LEON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-saint-bernard-said-bouziri-2686;"{""coordinates"": [[2.3533236521311065, 48.88589735591783]], ""type"": ""MultiPoint""}";48.88589735591783, 2.3533236521311065
TOILETTES;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-la-butte-du-chapeau-rouge-1811;"{""coordinates"": [[2.3987808441159437, 48.88101652135978]], ""type"": ""MultiPoint""}";48.88101652135978, 2.3987808441159437
TOILETTES;;SQUARE MARIE CURIE;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-marie-curie-2496;"{""coordinates"": [[2.363377124615041, 48.84118348536188]], ""type"": ""MultiPoint""}";48.84118348536188, 2.363377124615041
TOILETTES;;SQUARE ALBAN SATRAGNE;75010;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.356122001817729, 48.87581134036737]], ""type"": ""MultiPoint""}";48.87581134036737, 2.356122001817729
SANISETTE;;1  AVENUE RENE COTY;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.332917144300116, 48.833138992506505]], ""type"": ""MultiPoint""}";48.833138992506505, 2.332917144300116
SANISETTE;;185  BOULEVARD LEFEBVRE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3033660534960707, 48.828284114178395]], ""type"": ""MultiPoint""}";48.828284114178395, 2.3033660534960707
SANISETTE;;73  QUAI BRANLY;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.291104558604048, 48.8572621090066]], ""type"": ""MultiPoint""}";48.8572621090066, 2.291104558604048
SANISETTE;;face au 38 AVENUE RAPHAEL;75016;24 h / 24;Oui;;;"{""coordinates"": [[2.2666990315751567, 48.85719279757155]], ""type"": ""MultiPoint""}";48.85719279757155, 2.2666990315751567
SANISETTE;;45 BOULEVARD MARGUERITE DE ROCHECHOUART;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.3433914004361793, 48.88273669913186]], ""type"": ""MultiPoint""}";48.88273669913186, 2.3433914004361793
