TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
SANISETTE;;189  RUE D ALESIA;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3161093935172774, 48.83125608516332]], ""type"": ""MultiPoint""}";48.83125608516332, 2.3161093935172774
SANISETTE;;199  AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3263079060218357, 48.82961024511326]], ""type"": ""MultiPoint""}";48.82961024511326, 2.3263079060218357
SANISETTE;;22  RUE GROS;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2754887611741776, 48.851292679287646]], ""type"": ""MultiPoint""}";48.851292679287646, 2.2754887611741776
SANISETTE;;16  AVENUE DU PARC DES PRINCES;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2546109087403283, 48.84122995590827]], ""type"": ""MultiPoint""}";48.84122995590827, 2.2546109087403283
SANISETTE;;25  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.326343623788682, 48.88565931519142]], ""type"": ""MultiPoint""}";48.88565931519142, 2.326343623788682
SANISETTE;;138  RUE DES POISSONNIERS;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353016460359781, 48.89635962022957]], ""type"": ""MultiPoint""}";48.89635962022957, 2.353016460359781
SANISETTE;;PLACE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359098476818891, 48.88464490930496]], ""type"": ""MultiPoint""}";48.88464490930496, 2.359098476818891
SANISETTE;;9  BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3416420008837107, 48.89775890686294]], ""type"": ""MultiPoint""}";48.89775890686294, 2.3416420008837107
SANISETTE;;177  AVENUE DE FLANDRE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.382026907945904, 48.89474105377585]], ""type"": ""MultiPoint""}";48.89474105377585, 2.382026907945904
SANISETTE;;face au 45 AVENUE SIMON BOLIVAR;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3805412942460036, 48.87623316458195]], ""type"": ""MultiPoint""}";48.87623316458195, 2.3805412942460036
SANISETTE;;1  RUE DE BUZENVAL;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4025839288873647, 48.84910044336136]], ""type"": ""MultiPoint""}";48.84910044336136, 2.4025839288873647
SANISETTE;;AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4147151114105814, 48.8583381131561]], ""type"": ""MultiPoint""}";48.8583381131561, 2.4147151114105814
SANISETTE;;117  RUE MONTMARTRE;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343235945649151, 48.86874906648294]], ""type"": ""MultiPoint""}";48.86874906648294, 2.343235945649151
SANISETTE;;25  RUE PASTOURELLE;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359364861798901, 48.86274437683077]], ""type"": ""MultiPoint""}";48.86274437683077, 2.359364861798901
SANISETTE;;78  BOULEVARD SAINT MARCEL;75005;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3535436411005874, 48.83741847058166]], ""type"": ""MultiPoint""}";48.83741847058166, 2.3535436411005874
SANISETTE;;85  BOULEVARD RASPAIL;75006;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3279690923066783, 48.84768309080962]], ""type"": ""MultiPoint""}";48.84768309080962, 2.3279690923066783
SANISETTE;;JARDIN DU CHAMPS DE MARS;75007;6 h - 22 h;Oui;;;"{""coordinates"": [[2.300536612101077, 48.8548917342077]], ""type"": ""MultiPoint""}";48.8548917342077, 2.300536612101077
SANISETTE;;12  PLACE GEORGES GUILLAUMIN;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.3032106645674038, 48.87477424791766]], ""type"": ""MultiPoint""}";48.87477424791766, 2.3032106645674038
SANISETTE;;44  BOULEVARD MALESHERBES;75008;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3204516853543, 48.874358402257364]], ""type"": ""MultiPoint""}";48.874358402257364, 2.3204516853543
SANISETTE;;105  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.362733834933827, 48.87459203532375]], ""type"": ""MultiPoint""}";48.87459203532375, 2.362733834933827
SANISETTE;;65  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3650131550286573, 48.87136893708937]], ""type"": ""MultiPoint""}";48.87136893708937, 2.3650131550286573
SANISETTE;;195  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.387880334234296, 48.85329245030505]], ""type"": ""MultiPoint""}";48.85329245030505, 2.387880334234296
SANISETTE;;face au 48 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3710395822400634, 48.863380893672755]], ""type"": ""MultiPoint""}";48.863380893672755, 2.3710395822400634
SANISETTE;;3  RUE DE MONTREUIL;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.384037963215108, 48.850431570799614]], ""type"": ""MultiPoint""}";48.850431570799614, 2.384037963215108
SANISETTE;;90  RUE DE TOLBIAC;75013;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3645813652403525, 48.82683406786534]], ""type"": ""MultiPoint""}";48.82683406786534, 2.3645813652403525
SANISETTE;;3  BOULEVARD DE L HOPITAL;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3643340026266464, 48.843074044377055]], ""type"": ""MultiPoint""}";48.843074044377055, 2.3643340026266464
SANISETTE;;98  BOULEVARD ARAGO;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3368038850602897, 48.834735549474466]], ""type"": ""MultiPoint""}";48.834735549474466, 2.3368038850602897
SANISETTE;;63  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3279795895584483, 48.828964832769074]], ""type"": ""MultiPoint""}";48.828964832769074, 2.3279795895584483
TOILETTES;;SQUARE RENE LE GALL;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/square-rene-le-gall-1766;"{""coordinates"": [[2.348139173841785, 48.83133948652227]], ""type"": ""MultiPoint""}";48.83133948652227, 2.348139173841785
TOILETTES;;SQUARE HENRI CADIOU;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-henri-cadiou-2529;"{""coordinates"": [[2.342501412608784, 48.834474259928996]], ""type"": ""MultiPoint""}";48.834474259928996, 2.342501412608784
TOILETTES;;JARDIN BERTHE MORISOT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-berthe-morisot-2561;"{""coordinates"": [[2.3748344955656324, 48.826202786392535]], ""type"": ""MultiPoint""}";48.826202786392535, 2.3748344955656324
TOILETTES;;SQUARE DU CARDINAL WYSZINSKI;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-du-cardinal-wyszynski-2549;"{""coordinates"": [[2.316402799684797, 48.83654537646535]], ""type"": ""MultiPoint""}";48.83654537646535, 2.316402799684797
TOILETTES;;PARC GEORGES BRASSENS;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-georges-brassens-1805;"{""coordinates"": [[2.299950907200807, 48.831621530311644]], ""type"": ""MultiPoint""}";48.831621530311644, 2.299950907200807
TOILETTES;;SQUARE LOUIS XIII;75004;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-louis-xiii-36;"{""coordinates"": [[2.365276627759591, 48.85522108096124]], ""type"": ""MultiPoint""}";48.85522108096124, 2.365276627759591
TOILETTES;;SQUARE DE LA ROQUETTE;75011;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-marcel-rajman-16638;"{""coordinates"": [[2.384662194688091, 48.8599893100381]], ""type"": ""MultiPoint""}";48.8599893100381, 2.384662194688091
TOILETTES;;SQUARE VAN VOLLENHOVEN;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-van-vollenhoven-2593;"{""coordinates"": [[2.4067865540145665, 48.83470680271946]], ""type"": ""MultiPoint""}";48.83470680271946, 2.4067865540145665
TOILETTES;;SQUARE DES MISSIONS ETRANGERES;75007;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-missions-etrangeres-2463;"{""coordinates"": [[2.324502929972812, 48.85240888991868]], ""type"": ""MultiPoint""}";48.85240888991868, 2.324502929972812
LAVATORY;;1 rue Lamarck;75018;;Oui;;;"{""coordinates"": [[2.3438632119121188, 48.88626726174863]], ""type"": ""MultiPoint""}";48.88626726174863, 2.3438632119121188
LAVATORY;;Place de l'Etoile;75008;;Oui;;;"{""coordinates"": [[2.296062832904191, 48.8730821071864]], ""type"": ""MultiPoint""}";48.8730821071864, 2.296062832904191
URINOIR;;Canal Saint-Martin à proximité de la rue Jean Poulmarch;75010;SB : Fermé // SH : 00h - 24h // STH : 00h - 24h;NON;NON;;"{""coordinates"": [[2.3644474081668942, 48.872078281951275]], ""type"": ""MultiPoint""}";48.872078281951275, 2.3644474081668942
SANISETTE;;1  PLACE VIOLET;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.290479546332412, 48.84479730746865]], ""type"": ""MultiPoint""}";48.84479730746865, 2.290479546332412
SANISETTE;;38  RUE CAMBRONNE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.301897943958092, 48.84552661355716]], ""type"": ""MultiPoint""}";48.84552661355716, 2.301897943958092
SANISETTE;;6  BOULEVARD DU MONTPARNASSE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.316945653588217, 48.84652137265822]], ""type"": ""MultiPoint""}";48.84652137265822, 2.316945653588217
SANISETTE;;170  AVENUE DE VERSAILLES;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2630781408913503, 48.83985538119862]], ""type"": ""MultiPoint""}";48.83985538119862, 2.2630781408913503
SANISETTE;;2  SQUARE LAMARTINE;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2751581698302874, 48.86517142314814]], ""type"": ""MultiPoint""}";48.86517142314814, 2.2751581698302874
SANISETTE;;face au 40 RUE RENE BOULANGER;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3608778365390273, 48.86831833444501]], ""type"": ""MultiPoint""}";48.86831833444501, 2.3608778365390273
SANISETTE;;3  AVENUE DE LA PORTE D AUBERVILLIERS;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.37012649908075, 48.89919884643889]], ""type"": ""MultiPoint""}";48.89919884643889, 2.37012649908075
SANISETTE;;68  QUAI DE LA LOIRE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.377159137352083, 48.88659728582068]], ""type"": ""MultiPoint""}";48.88659728582068, 2.377159137352083
SANISETTE;;face au 5 AVENUE DE LAUMIERE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3814219870920073, 48.883028782559876]], ""type"": ""MultiPoint""}";48.883028782559876, 2.3814219870920073
SANISETTE;;face au 57 QUAI DE LA SEINE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.375836531761842, 48.88723511511238]], ""type"": ""MultiPoint""}";48.88723511511238, 2.375836531761842
SANISETTE;;101  RUE ALEXANDRE DUMAS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4000815207771806, 48.855403987768895]], ""type"": ""MultiPoint""}";48.855403987768895, 2.4000815207771806
SANISETTE;;9  COURS DE VINCENNES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.400031592781962, 48.84826364818257]], ""type"": ""MultiPoint""}";48.84826364818257, 2.400031592781962
SANISETTE;;6  PLACE DE LA PORTE DE BAGNOLET;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.4089857792711213, 48.8641209736834]], ""type"": ""MultiPoint""}";48.8641209736834, 2.4089857792711213
SANISETTE;;73  RUE REAUMUR;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.349571365122198, 48.86679354360573]], ""type"": ""MultiPoint""}";48.86679354360573, 2.349571365122198
SANISETTE;;91  RUE D ABOUKIR;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3484500288367345, 48.868162188748165]], ""type"": ""MultiPoint""}";48.868162188748165, 2.3484500288367345
SANISETTE;;face au 34 RUE DU GRENIER SAINT LAZARE;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3527177147335903, 48.863093610731895]], ""type"": ""MultiPoint""}";48.863093610731895, 2.3527177147335903
SANISETTE;;face au 73 BOULEVARD SAINT MICHEL;75006;24 h / 24;Oui;;;"{""coordinates"": [[2.340044296677462, 48.84612923935424]], ""type"": ""MultiPoint""}";48.84612923935424, 2.340044296677462
SANISETTE;;27  RUE DE LA ROQUETTE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.372855378710628, 48.85488819201664]], ""type"": ""MultiPoint""}";48.85488819201664, 2.372855378710628
SANISETTE;;26  PLACE JEANNE D ARC;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.368968163478494, 48.82977995028856]], ""type"": ""MultiPoint""}";48.82977995028856, 2.368968163478494
SANISETTE;;44  BOULEVARD VINCENT AURIOL;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3687826072974003, 48.83523926554273]], ""type"": ""MultiPoint""}";48.83523926554273, 2.3687826072974003
SANISETTE;;23  RUE DU DEPART;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3231649832199217, 48.842175711413695]], ""type"": ""MultiPoint""}";48.842175711413695, 2.3231649832199217
SANISETTE;;AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3253096554421893, 48.8322602186313]], ""type"": ""MultiPoint""}";48.8322602186313, 2.3253096554421893
TOILETTES;;JARDIN CASQUE D'OR;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-casque-d-or-2713;"{""coordinates"": [[2.401213778352068, 48.85392001355039]], ""type"": ""MultiPoint""}";48.85392001355039, 2.401213778352068
TOILETTES;;SQUARE CLARA ZETKIN;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-clara-zetkin-ex-square-boutroux-2517;"{""coordinates"": [[2.3758995602355886, 48.82166498960514]], ""type"": ""MultiPoint""}";48.82166498960514, 2.3758995602355886
TOILETTES;;SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT);75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-baudricourt-2853;"{""coordinates"": [[2.3643766938524524, 48.82304802120928]], ""type"": ""MultiPoint""}";48.82304802120928, 2.3643766938524524
TOILETTES;;SQUARE JULIETTE DODU;75010;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-juliette-dodu-2836;"{""coordinates"": [[2.3693804937786944, 48.87566909887208]], ""type"": ""MultiPoint""}";48.87566909887208, 2.3693804937786944
TOILETTES;;SQUARE LOUIS MAJORELLE;75011;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-louis-majorelle-2733;"{""coordinates"": [[2.3809239992368436, 48.851992478470365]], ""type"": ""MultiPoint""}";48.851992478470365, 2.3809239992368436
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.2790591009497088, 48.84038080012922]], ""type"": ""MultiPoint""}";48.84038080012922, 2.2790591009497088
TOILETTES;;SQUARE SUZANNE BUISSON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-suzanne-buisson-2688;"{""coordinates"": [[2.3371101598781707, 48.88837160642731]], ""type"": ""MultiPoint""}";48.88837160642731, 2.3371101598781707
TOILETTES;;JARDIN MARIE-THERESE AUFFRAY;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.3382298412088063, 48.82619075481292]], ""type"": ""MultiPoint""}";48.82619075481292, 2.3382298412088063
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.3369443388318576, 48.82376170264877]], ""type"": ""MultiPoint""}";48.82376170264877, 2.3369443388318576
TOILETTES;;JARDIN NELSON MANDELA;75001;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.3433824297259456, 48.86336159524302]], ""type"": ""MultiPoint""}";48.86336159524302, 2.3433824297259456
URINOIR;;Bassin de la Villette;75019;SB : Fermé // SH : 00h - 24h // STH : 00h - 24h;NON;NON;;"{""coordinates"": [[2.3720342266732533, 48.885315616297966]], ""type"": ""MultiPoint""}";48.885315616297966, 2.3720342266732533
SANISETTE;;4  RUE DU COMMANDANT RENE MOUCHOTTE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.3214109225079844, 48.839977938982166]], ""type"": ""MultiPoint""}";48.839977938982166, 2.3214109225079844
SANISETTE;;224  AVENUE DE VERSAILLES;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.258619846101921, 48.83839708065922]], ""type"": ""MultiPoint""}";48.83839708065922, 2.258619846101921
SANISETTE;;7  AVENUE DE LA PORTE DES TERNES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2829708555165014, 48.88111759201826]], ""type"": ""MultiPoint""}";48.88111759201826, 2.2829708555165014
SANISETTE;;2  RUE JACQUES KELLNER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3280407633416456, 48.89583555740397]], ""type"": ""MultiPoint""}";48.89583555740397, 2.3280407633416456
SANISETTE;;8 RUE COQUILLIERE;75001;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343502399452229, 48.86328989917381]], ""type"": ""MultiPoint""}";48.86328989917381, 2.343502399452229
SANISETTE;;PLACE SUZANNE VALADON;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3427360292097643, 48.88445504769741]], ""type"": ""MultiPoint""}";48.88445504769741, 2.3427360292097643
SANISETTE;;57  RUE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.35883888311633, 48.89508955698616]], ""type"": ""MultiPoint""}";48.89508955698616, 2.35883888311633
SANISETTE;;29  AVENUE MATHURIN MOREAU;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3739497048671403, 48.87844763612632]], ""type"": ""MultiPoint""}";48.87844763612632, 2.3739497048671403
SANISETTE;;face au 148 BOULEVARD DE MENILMONTANT;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.3833897266254653, 48.86675503488672]], ""type"": ""MultiPoint""}";48.86675503488672, 2.3833897266254653
SANISETTE;;RUE DE LA CROIX SAINT SIMON;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.409918203488935, 48.85577188047998]], ""type"": ""MultiPoint""}";48.85577188047998, 2.409918203488935
SANISETTE;;69  BOULEVARD DE SEBASTOPOL;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3509627364168, 48.86366249322705]], ""type"": ""MultiPoint""}";48.86366249322705, 2.3509627364168
SANISETTE;;face au 13 PLACE DE LA BOURSE;75002;6 h - 22 h;Oui;;;"{""coordinates"": [[2.340626395084106, 48.868918364703134]], ""type"": ""MultiPoint""}";48.868918364703134, 2.340626395084106
SANISETTE;;4  RUE SALOMON DE CAUS;75003;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3540203755216, 48.86736443004379]], ""type"": ""MultiPoint""}";48.86736443004379, 2.3540203755216
SANISETTE;;RUE D ARCOLE;75004;24 h / 24;Oui;;;"{""coordinates"": [[2.349243203627753, 48.85381205728481]], ""type"": ""MultiPoint""}";48.85381205728481, 2.349243203627753
SANISETTE;;4  RUE POLIVEAU;75005;24 h / 24;Oui;;;"{""coordinates"": [[2.3612732635708946, 48.840393317702414]], ""type"": ""MultiPoint""}";48.840393317702414, 2.3612732635708946
SANISETTE;;8  RUE JEAN CALVIN;75005;24 h / 24;Oui;;;"{""coordinates"": [[2.348691572286733, 48.84164077805071]], ""type"": ""MultiPoint""}";48.84164077805071, 2.348691572286733
SANISETTE;;75  BOULEVARD SAINT GERMAIN;75006;24 h / 24;Oui;;;"{""coordinates"": [[2.3428030682616754, 48.8513882788364]], ""type"": ""MultiPoint""}";48.8513882788364, 2.3428030682616754
SANISETTE;;BOULEVARD MALESHERBES;75008;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3230539847225002, 48.87072323445266]], ""type"": ""MultiPoint""}";48.87072323445266, 2.3230539847225002
SANISETTE;;32  AVENUE GEORGE V;75008;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3012200811934647, 48.868840348754716]], ""type"": ""MultiPoint""}";48.868840348754716, 2.3012200811934647
SANISETTE;;5  BOULEVARD DE CLICHY;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.3391633010364408, 48.88208901871457]], ""type"": ""MultiPoint""}";48.88208901871457, 2.3391633010364408
SANISETTE;;PLACE DU COLONEL FABIEN;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3700838988337054, 48.877981774362425]], ""type"": ""MultiPoint""}";48.877981774362425, 2.3700838988337054
SANISETTE;;179  QUAI DE VALMY;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.367317820510666, 48.880163427143835]], ""type"": ""MultiPoint""}";48.880163427143835, 2.367317820510666
SANISETTE;;90  COURS DE VINCENNES;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4074787752851745, 48.84710769744263]], ""type"": ""MultiPoint""}";48.84710769744263, 2.4074787752851745
SANISETTE;;4  PLACE ABBE GEORGES HENOCQUE;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.353095464368362, 48.82406568071867]], ""type"": ""MultiPoint""}";48.82406568071867, 2.353095464368362
SANISETTE;;103  BOULEVARD BRUNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.315053624154692, 48.825685892245296]], ""type"": ""MultiPoint""}";48.825685892245296, 2.315053624154692
TOILETTES;;JARDINS DE LA PORTE DE SAINT CLOUD;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-de-la-porte-de-saint-cloud-et-square-roger-coquoin-2623;"{""coordinates"": [[2.254693576359468, 48.83586949307395]], ""type"": ""MultiPoint""}";48.83586949307395, 2.254693576359468
TOILETTES;;SQUARE MAURICE GARDETTE;75011;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-maurice-gardette-2725;"{""coordinates"": [[2.3787483756587955, 48.861457471318396]], ""type"": ""MultiPoint""}";48.861457471318396, 2.3787483756587955
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.3827790219788856, 48.882377968834255]], ""type"": ""MultiPoint""}";48.882377968834255, 2.3827790219788856
TOILETTES;;PARC MONCEAU;75008;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.3061560915147212, 48.87943422815411]], ""type"": ""MultiPoint""}";48.87943422815411, 2.3061560915147212
TOILETTES;;SQUARE DE L'HOPITAL NECKER;75015;Voir fiche équipement;Oui;;;"{""coordinates"": [[2.306357573467657, 48.83926220674336]], ""type"": ""MultiPoint""}";48.83926220674336, 2.306357573467657
SANISETTE;;147  RUE VERCINGETORIX;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3114191795653407, 48.83257405441341]], ""type"": ""MultiPoint""}";48.83257405441341, 2.3114191795653407
SANISETTE;;277  RUE DE VAUGIRARD;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3019590679802353, 48.83966605396286]], ""type"": ""MultiPoint""}";48.83966605396286, 2.3019590679802353
SANISETTE;;RUE DU THEATRE;75015;6 h - 1 h;Oui;;;"{""coordinates"": [[2.2879200801939024, 48.84903527985409]], ""type"": ""MultiPoint""}";48.84903527985409, 2.2879200801939024
SANISETTE;;face au 5 PLACE DU COMMERCE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2921824678562155, 48.845378213876124]], ""type"": ""MultiPoint""}";48.845378213876124, 2.2921824678562155
SANISETTE;;face au 12 PLACE DES ETATS UNIS;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2937401606996506, 48.86830253319041]], ""type"": ""MultiPoint""}";48.86830253319041, 2.2937401606996506
SANISETTE;;36  RUE DE LA CHARBONNIERE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352186422605581, 48.88410387025655]], ""type"": ""MultiPoint""}";48.88410387025655, 2.352186422605581
SANISETTE;;87  RUE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3589156460506624, 48.897631611808755]], ""type"": ""MultiPoint""}";48.897631611808755, 2.3589156460506624
SANISETTE;;23  RUE LAMBERT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3451542761026034, 48.88906391479368]], ""type"": ""MultiPoint""}";48.88906391479368, 2.3451542761026034
SANISETTE;;face au 90 BOULEVARD DE LA CHAPELLE;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3534292671943113, 48.88407865331642]], ""type"": ""MultiPoint""}";48.88407865331642, 2.3534292671943113
SANISETTE;;face au 107 AVENUE JEAN JAURES;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.381014907216393, 48.88552389113012]], ""type"": ""MultiPoint""}";48.88552389113012, 2.381014907216393
SANISETTE;;7  RUE DE CAMBRAI;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3789629758483, 48.89549535195236]], ""type"": ""MultiPoint""}";48.89549535195236, 2.3789629758483
SANISETTE;;9  RUE COQUILLIERE;75001;6 h - 1 h;Oui;;;"{""coordinates"": [[2.342472298693307, 48.86354740097733]], ""type"": ""MultiPoint""}";48.86354740097733, 2.342472298693307
SANISETTE;;15  BOULEVARD SAINT DENIS;75002;24 h / 24;Oui;;;"{""coordinates"": [[2.353502085687271, 48.8694082989852]], ""type"": ""MultiPoint""}";48.8694082989852, 2.353502085687271
SANISETTE;;4  RUE JUSSIEU;75005;24 h / 24;Oui;;;"{""coordinates"": [[2.354872194164931, 48.84622521629628]], ""type"": ""MultiPoint""}";48.84622521629628, 2.354872194164931
SANISETTE;;2  PLACE JOFFRE;75007;24 h / 24;Oui;;;"{""coordinates"": [[2.3050832108702153, 48.85430117614816]], ""type"": ""MultiPoint""}";48.85430117614816, 2.3050832108702153
SANISETTE;;face au 19 AVENUE DE FRIEDLAND;75008;24 h / 24;Oui;;;"{""coordinates"": [[2.302361992982469, 48.87461348501761]], ""type"": ""MultiPoint""}";48.87461348501761, 2.302361992982469
SANISETTE;;51  BOULEVARD DE ROCHECHOUART;75009;24 h / 24;Oui;;;"{""coordinates"": [[2.3414329090125863, 48.88231615020775]], ""type"": ""MultiPoint""}";48.88231615020775, 2.3414329090125863
SANISETTE;;opposé au 13 BOULEVARD DE MENILMONTANT;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389122267946435, 48.85923461154836]], ""type"": ""MultiPoint""}";48.85923461154836, 2.389122267946435
SANISETTE;;4  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369251752524061, 48.84528888185511]], ""type"": ""MultiPoint""}";48.84528888185511, 2.369251752524061
SANISETTE;;8  RUE DE LYON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3717758914940714, 48.84745150202467]], ""type"": ""MultiPoint""}";48.84745150202467, 2.3717758914940714
SANISETTE;;79  BOULEVARD KELLERMANN;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3477269320555543, 48.819969758397775]], ""type"": ""MultiPoint""}";48.819969758397775, 2.3477269320555543
